transaction_key,item,transaction_type,quantity,transaction_date,unit,assigned_to,serial_numbers,description,remark,source_ref
STK-02D5FFE1C2,Ipad Air 13-inch(M3),IN,1,,pcs,,SK5QKJH956L,Buy for A002,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1006
STK-C6D4621BFB,Desktop HP PRO MINI 400 G9,OUT,1,25/12/2025,pcs,,8CC51110R7,VN28,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1007
STK-CE5380B5C9,Maken MK410,OUT,1,25/12/2025,pcs,,MK410221102347,VN28,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1008
STK-67EB576AEC,Pole Display VFD,OUT,1,25/12/2025,pcs,,211130000024,VN28,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1009
STK-6A7F462476,Datalogic QW2100,OUT,1,25/12/2025,pcs,,G23C76551,VN28,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1010
STK-7A81743BC3,Monitor HP V190,OUT,1,25/12/2025,pcs,,1CR8420G66,VN28,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1011
STK-9470C5A8DB,Epson TM-82III,OUT,1,25/12/2025,pcs,,X7BA004103,VN28,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1012
STK-40DD578357,Cisco CBS110-16T-EU,OUT,1,25/12/2025,pcs,,KWC29190Y0E,VN28,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1013
STK-8F3975E05C,Wifi UBIQUITI UniFi,OUT,1,25/12/2025,pcs,,9C05D679A3DC,VN28,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1014
STK-3AA8BD9367,Fortigate-40F,OUT,1,25/12/2025,pcs,,FGT40FTK24086493,VN28,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1015
STK-59D4A2CC35,Canon LBP,OUT,1,25/12/2025,pcs,,NMYA467073,VN28,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1016
STK-C88851B88F,Samsung Galaxy Tab S6 Lite 4GB 64GB,OUT,1,25/12/2025,pcs,,352294624027473,VN28,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1017
STK-2E919CF26E,Postek printer,OUT,1,25/12/2025,pcs,,I1624C00019,VN28,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1018
STK-16DA850E57,Zebra TC26BK,OUT,1,25/12/2025,pcs,,S23118523021190,VN28,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1019
STK-8297CABFA6,Star-SM-L200-UB40,OUT,1,25/12/2025,pcs,,2530022102300930,VN28,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1020
STK-29C59E781C,Desktop HP PRO MINI 400 G9,OUT,1,03/01/2026,pcs,,8CC51110Q1,VA19,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1021
STK-7754EB2290,Maken MK410,OUT,1,03/01/2026,pcs,,MK410221101694,VA19,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1022
STK-7BFD5B8ECE,Pole Display VFD,OUT,1,03/01/2026,pcs,,VFD220U13B20120033,VA19,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1023
STK-9678895FDA,Datalogic QW2100,OUT,1,03/01/2026,pcs,,G21E85754,VA19,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1024
STK-D1E3759BCB,Monitor HP V190,OUT,1,03/01/2026,pcs,,1CR82307CB,VA19,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1025
STK-B7715FBA52,Epson TM-82III,OUT,1,03/01/2026,pcs,,X7B9023460,VA19,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1026
STK-9C78B00F31,Cisco CBS110-16T-EU,OUT,1,03/01/2026,pcs,,KWC29190Y1C,VA19,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1027
STK-E168E12E5D,Wifi UBIQUITI UniFi,OUT,1,03/01/2026,pcs,,9C05D67658B6,VA19,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1028
STK-1AB410B8AA,Fortigate-40F,OUT,1,03/01/2026,pcs,,FGT40FTK24086985,VA19,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1029
STK-85F135C252,Canon LBP 2900,OUT,1,03/01/2026,pcs,,NMYA802536,VA19,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1030
STK-ED618ACC22,Samsung Galaxy Tab S10 FE 5G 8GB 128GB,OUT,1,03/01/2026,pcs,,356160460426515,VA19,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1031
STK-CD63B57643,Postek printer,OUT,1,03/01/2026,pcs,,I1623F0001,VA19,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1032
STK-63F43B31DC,Zebra TC26BK,OUT,1,03/01/2026,pcs,,S24164523022684,VA19,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1033
STK-060952D9CB,Star-SM-L200-UB40,OUT,1,03/01/2026,pcs,,2530022102300950,VA19,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1034
STK-682EAF4925,Desktop HP PRO MINI 400 G9,OUT,1,02/02/2026,pcs,,8CC3213L46,A002,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1035
STK-03DAA70829,Poscom,OUT,1,02/02/2026,pcs,,20201130017,A002,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1036
STK-2358AFE1EC,Pole Display VFD,OUT,1,02/02/2026,pcs,,211130000023,A002,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1037
STK-7A80B098EE,Datalogic QW2100,OUT,1,02/02/2026,pcs,,G23D05251,A002,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1038
STK-2A4E01A39A,Monitor HP V190,OUT,1,02/02/2026,pcs,,1CR82307CJ,A002,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1039
STK-38FC9A6CE3,Epson TM-82III,OUT,1,02/02/2026,pcs,,X7BA004104,A002,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1040
STK-69114252D3,Cisco CBS110-16T-EU,OUT,1,02/02/2026,pcs,,PSZ27181D30,A002,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1041
STK-64CAD96FF7,Wifi UBIQUITI UniFi,OUT,1,02/02/2026,pcs,,9C05D679853C,A002,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1042
STK-5EE85F6042,Fortigate-40F,OUT,1,02/02/2026,pcs,,FGT40FTK24007310,A002,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1043
STK-507F2D76F8,Ruijie RG-EW1200G Pro,OUT,1,02/02/2026,pcs,,ZAU82MM037794,A002,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1044
STK-741B0BAFE8,Hp laserjet 107a,OUT,1,02/02/2026,pcs,,CNB3R38327,A002,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1045
STK-E282D05EC9,Ipad Air 13-inch(M3),OUT,1,02/02/2026,pcs,,SK5QKJH956L,A002,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1046
STK-9026B22A55,Zebra TC26BK,OUT,1,02/02/2026,pcs,,24161523020360,A002,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1047
STK-32C478B7BB,Star-SM-L200-UB40,OUT,1,02/02/2026,pcs,,234123052300546,A002,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1048
STK-1CEFE22FF7,Laptop Dell Latitude 3520,OUT,1,20/01/2026,pcs,,,ZV43,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1049
STK-953FF31825,Epson TM-82III,OUT,1,20/01/2026,pcs,,2234111003742,ZV43,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1050
STK-06789E2031,TP-Link MR6400,OUT,1,20/01/2026,pcs,,G20L70063,ZV43,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1051
STK-A1760CE93E,Scanner Datalogic QW2100,OUT,1,20/01/2026,pcs,,24161523020360,ZV43,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1052
STK-44905C592B,Modem 4G TP-Link M7350,IN,1,16/02/2026,pcs,,22234W2003072,Cấp cho Pak Huy,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1053
STK-7A70DA5F65,Fortigate-60F,IN,1,16/02/2026,pcs,,FGT60FTK2209EHFB,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1054
STK-701D0556D7,aruba ap 535 jz336a,IN,1,16/02/2026,pcs,,CNLLK9W0BB,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1055
STK-82F29507B2,aruba ap 535 jz336a,IN,1,16/02/2026,pcs,,CNL3K9W1KP,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1056
STK-1DDDA509BB,aruba ap 535 jz336a,IN,1,16/02/2026,pcs,,CNNVK9WBTQ,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1057
STK-37308550AA,aruba ap 535 jz336a,IN,1,16/02/2026,pcs,,CNL3K9W1M8,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1058
STK-CBF8413328,aruba ap 535 jz336a,IN,1,16/02/2026,pcs,,CNPBK9W74N,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1059
STK-B63EC3B0CD,aruba ap 535 jz336a,IN,1,16/02/2026,pcs,,CNPBK9W751,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1060
STK-3240D83F94,aruba ap 535 jz336a,IN,1,16/02/2026,pcs,,CNL3K9W1M3,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1061
STK-4C9F10F4F6,Laptop Dell Latitude 5430,IN,1,16/02/2026,pcs,,DFHLRQ3,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1062
STK-09D6983297,HP ProDesk 400 G7 DM,IN,1,16/02/2026,pcs,,4CE234DC5T,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1063
STK-2C5D5ED339,HP ProDesk 400 G7 DM,IN,1,16/02/2026,pcs,,4CE234DC77,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1064
STK-20E4D9A742,HP ProDesk 400 G7 DM,IN,1,16/02/2026,pcs,,4CE234DC94,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1065
STK-7238743430,HP ProDesk 400 G7 DM,IN,1,16/02/2026,pcs,,4CE234DC92,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1066
STK-866FAB1A28,HP ProDesk 400 G7 DM,IN,1,16/02/2026,pcs,,4CE234DC69,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1067
STK-CED970364D,HP ProDesk 400 G7 DM,IN,1,16/02/2026,pcs,,4CE234DC6P,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1068
STK-17CA52898E,HP ProDesk 400 G7 DM,IN,1,16/02/2026,pcs,,4CE234DC9C,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1069
STK-2AA5A0E8E3,HP ProDesk 400 G7 DM,IN,1,16/02/2026,pcs,,4CE234DC8C,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1070
STK-6FFBE782A5,HP V22,IN,1,16/02/2026,pcs,,CN41383K50,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1071
STK-6727CAB9AD,HP V22,IN,1,16/02/2026,pcs,,CN41484H9K,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1072
STK-A8BF169C0E,HP V22,IN,1,16/02/2026,pcs,,CN41484HC3,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1073
STK-15CC28F5AF,HP V22,IN,1,16/02/2026,pcs,,CN41484H9J,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1074
STK-1FFDE094B4,HP V22,IN,1,16/02/2026,pcs,,CN41484HQY,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1075
STK-DAE6C588FE,HP V22,IN,1,16/02/2026,pcs,,CN41484H9C,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1076
STK-8A6638DAC6,HP V22,IN,1,16/02/2026,pcs,,CN41383K3J,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1077
STK-3FA5A6BB8C,HP V22,IN,1,16/02/2026,pcs,,CN41484HV1,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1078
STK-017F9C1856,SATO CL4NX Plus,IN,1,16/02/2026,pcs,,GF105031,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1079
STK-94C13559C4,SATO CL4NX Plus,IN,1,16/02/2026,pcs,,GF105047,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1080
STK-90F02A5823,Postek printer,IN,1,16/02/2026,pcs,,I1622F0005,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1081
STK-BFBECF25BA,Postek printer,IN,1,16/02/2026,pcs,,I1622F0004,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1082
STK-E32526F3BF,Postek printer,IN,1,16/02/2026,pcs,,I1622F0002,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1083
STK-FDF1C34F14,Canon MF445dw,IN,1,16/02/2026,pcs,,2TJ08251,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1084
STK-D52D506402,Zebra TC26BK,IN,1,16/02/2026,pcs,,S22182523022953,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1085
STK-541B9D1FA8,Zebra TC26BK,IN,1,16/02/2026,pcs,,S22182523023415,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1086
STK-50697425E6,Zebra TC26BK,IN,1,16/02/2026,pcs,,S22182523023275,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1087
STK-CA1E3FDADC,Zebra TC26BK,IN,1,16/02/2026,pcs,,S22182523023442,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1088
STK-5A8A9B9E59,Zebra-Dock PDT,IN,1,16/02/2026,pcs,,S23010520100822,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1089
STK-A94E0517D3,Zebra-Dock PDT,IN,1,16/02/2026,pcs,,S23010520100706,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1090
STK-4D9142A10C,Zebra DS2208-SR (wired),IN,1,16/02/2026,pcs,,2210010552567,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1091
STK-FFF1DAC57A,Zebra DS2208-SR (wired),IN,1,16/02/2026,pcs,,2210010552677,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1092
STK-C097A40D13,Zebra DS2208-SR (wired),IN,1,16/02/2026,pcs,,2210010552676,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1093
STK-DBEBDC188F,Zebra DS2208-SR (wired),IN,1,16/02/2026,pcs,,2210010555452,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1094
STK-1BEC34F112,Zebra DS2208-SR (wired),IN,1,16/02/2026,pcs,,2210010552668,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1095
STK-B128A434D9,Zebra DS2208-SR (wireless),IN,1,16/02/2026,pcs,,2208523400021,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1096
STK-D3BD5A36B3,Zebra DS2208-SR (wireless),IN,1,16/02/2026,pcs,,2208523408905,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1097
STK-2559DB5BBF,Zebra DS2208-SR (wireless),IN,1,16/02/2026,pcs,,2208523423456,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1098
STK-4BB6AAADE4,Zebra DS2208-SR Dock,IN,1,16/02/2026,pcs,,22136523414115,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1099
STK-13361906BB,Zebra DS2208-SR Dock,IN,1,16/02/2026,pcs,,22136523428065,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1100
STK-9A57B1C04A,Zebra DS2208-SR Dock,IN,1,16/02/2026,pcs,,22136523437622,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1101
STK-21894E08BA,Samsung Tab A8,IN,1,16/02/2026,pcs,,R9WRB0CV98F,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1102
STK-D6428D8488,Samsung Tab A8,IN,1,16/02/2026,pcs,,R9WRB0CWHR,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1103
STK-CA7F822C9B,HPE Aruba 2930F,IN,1,16/02/2026,pcs,,CN24HL20CL,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1104
STK-7653EE323A,HPE Aruba 2930F,IN,1,16/02/2026,pcs,,CN25HL21HV,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1105
STK-F89A04218D,APC SRT6KXLI,IN,1,16/02/2026,pcs,,AS2207171934,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1106
STK-45BDA7AF49,SMC2000I-2U APC Smart-UPS 2000VA USB & Serial 230V; 1300W / 2000VA; LCD; DB-9 RS-232; SmartSlot; USB; Rack Height 2U,IN,1,16/02/2026,pcs,,AS2222242356,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1107
STK-2817D69B0A,JD092B HPE X130 10G SFP+ LC SR Transceiver,IN,1,16/02/2026,pcs,,MY68D3Z500,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1108
STK-5E314B39FD,JD092B HPE X130 10G SFP+ LC SR Transceiver,IN,1,16/02/2026,pcs,,MY68D3Z51G,DSV,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1109
STK-80A773ACF3,Samsung Tab S10 FE,IN,1,27/02/2026,pcs,,356160460749106,Sóng Nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1110
STK-FDDD8B7118,Saramonic Air 01,IN,1,27/02/2026,pcs,,SR25102704450,Sóng Nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1111
STK-877AFDEAA5,Saramonic Air 01,IN,1,27/02/2026,pcs,,SR25102704455,Sóng Nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1112
STK-6E88C8B3C8,Proton FD1000EB,IN,2,27/02/2026,pcs,,,Sóng Nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1113
STK-93AE12DD6E,Sim DATA,IN,1,27/02/2026,pcs,,,Sóng Nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1114
STK-D779CFDCB8,WiFi 7 UniFi U7 Lite,IN,1,27/02/2026,pcs,,84784886C6E7,Sóng Nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1115
STK-3C53BD7433,Samsung Tab S10 FE,OUT,1,2026-02-03 00:00:00,pcs,,356160460749106,Cấp cho Nguyen My Binh,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1116
STK-384B337F51,Saramonic Air 01,OUT,1,2026-02-03 00:00:00,pcs,,SR25102704450,Cấp cho Nguyen My Binh,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1117
STK-EA49A32502,Saramonic Air 01,OUT,1,2026-02-03 00:00:00,pcs,,SR25102704455,Cấp cho Nguyen My Binh,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1118
STK-A63939EE37,Proton FD1000EB,OUT,2,2026-02-03 00:00:00,pcs,,,Cấp cho Nguyen My Binh,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1119
STK-4C78EB4AD9,Sim DATA,OUT,1,2026-02-03 00:00:00,pcs,,,Cấp cho Nguyen My Binh,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1120
STK-2993D8CB73,HP ProBook 440 G9,IN,1,2026-11-03 00:00:00,pcs,,5CD236BCSY,Nhận về lại từ event của VN10,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1121
STK-C86F5BE58D,Epson TM-82III,IN,1,2026-11-03 00:00:00,pcs,,X7BA007405,Nhận về lại từ event của VN10,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1122
STK-EA1E49A1C8,Datalogic QW2100,IN,1,2026-11-03 00:00:00,pcs,,G21M82827,Nhận về lại từ event của VN10,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1123
STK-436E41C894,TP-Link MR6400,IN,1,2026-11-03 00:00:00,pcs,,2234111003742,Nhận về lại từ event của VN10,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1124
STK-C11E0C9756,Epson TM-82III,OUT,1,13/3/2026,pcs,,X7BA014973,Cấp cho ZV44,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1125
STK-FFC575FB20,Datalogic QW2100,OUT,1,13/3/2026,pcs,,G21NE8123,Cấp cho ZV44,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1126
STK-F6F20EEE5F,Modem 4G TP-Link M7500,OUT,1,13/3/2026,pcs,,22234W2003072,Cấp cho ZV44,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1127
STK-C7E724E1C7,HP ProBook 440 G9,OUT,1,2026-11-03 00:00:00,pcs,,5CD236BCSY,Cấp cho ZV45,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1128
STK-A93E9819A2,Epson TM-82III,OUT,1,2026-11-03 00:00:00,pcs,,X7BA007405,Cấp cho ZV45,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1129
STK-5D565C5746,Datalogic QW2100,OUT,1,2026-11-03 00:00:00,pcs,,G21M82827,Cấp cho ZV45,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1130
STK-8EE4188761,TP-Link MR6400,OUT,1,2026-11-03 00:00:00,pcs,,2234111003742,Cấp cho ZV45,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1131
STK-4E45D9B3D0,Fortigate-40F,IN,1,23/03/2026,pcs,,FGT40FTK25088855,Sóng Nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1132
STK-B8E7B63723,Fortigate-40F,IN,1,23/03/2026,pcs,,FGT40FTK25089193,Sóng Nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1133
STK-FA51B7EEC8,Fortigate-40F,IN,1,23/03/2026,pcs,,FGT40FTK25089026,Sóng Nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1134
STK-17F9B0422E,Postek printer,OUT,1,23/03/2026,pcs,,I1622F0004,replace for va13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1135
STK-8D9E1D2110,Postek printer,IN,1,23/03/2026,pcs,,I1622F0001,from va13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1136
STK-7327A6432F,Zebra TC26BK,OUT,1,19/3/2026,pcs,,S22182523023442,Cấp cho geodis,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1137
STK-8C2332CC73,Zebra TC26BK,OUT,1,19/3/2026,pcs,,S22182523023275,Cấp cho geodis,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1138
STK-1934AD0914,Zebra-Dock PDT,OUT,1,19/3/2026,pcs,,S23010520100706,Cấp cho geodis,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=1139
